ID,Research,Lion,Country,Name
ki_67_1_otsu,70000,230000,4,Ki-67-I otsu
ki_84_hei,85000,310000,4,Ki-84 hei
ki_84_ko,75000,250000,4,Ki-84 ko
ki_84_otsu,80000,300000,4,Ki-84 otsu
ki-27_otsu,2900,700,4,Ki-27 otsu
ki-45_hei,14000,55000,4,Ki-45 hei
ki-45_ko,7900,10000,4,Ki-45 ko
ki-45_otsu,9200,22000,4,Ki-45 otsu
ki-45_tei,11000,38000,4,Ki-45 tei
ki-49_1,14000,55000,4,Ki-49-I
ki-49_2a,18000,77000,4,Ki-49-IIa
ki-49_2b,26000,100000,4,Ki-49-IIb
ki-49_2b_late,36000,140000,4,Ki-49-IIb/L
ki-83,80000,300000,4,Ki-83
ki_109,50000,190000,4,Ki-109
kitsuka,120000,610000,4,Kikka
la-15,200000,790000,2,La-15
la-5_type37_early,14000,55000,2,La-5
la-5_type39,18000,77000,2,La-5F
la-5fn,26000,100000,2,La-5FN
la-7,70000,230000,2,La-7
la-7b-20,75000,250000,2,La-7B-20
la-9,90000,360000,2,La-9
lagg-3-11,5900,6300,2,LaGG-3-11
lagg-3-35,7900,10000,2,LaGG-3-35
lagg-3-66,11000,38000,2,LaGG-3-66
lagg-3-8,4000,2100,2,LaGG-3-8
lancaster_mk1,85000,310000,3,Lancaster B Mk I
lancaster_mk3,90000,360000,3,Lancaster B Mk III
lincoln_b2,90000,360000,3,Lincoln B Mk.II
mc200_serie3_italy,5900,6300,5,C.200 Serie 3
mc200_serie7_italy,5900,6300,5,C.200 Serie 7
mc-202_ec,9200,22000,5,C.202EC
mc-202_italy,7900,10000,5,C.202
mc-205_serie1,18000,77000,5,C.205 Serie 1
mc-205_serie3,26000,100000,5,C.205 Serie 3
me-163b,130000,690000,1,Me 163 B
me-262a-1a,200000,790000,1,Me 262 A-1a
me-262a-1a_u4,120000,610000,1,Me 262 A-1/U4
me-262c-1a,200000,790000,1,Me 262 C-1a
me-262c-2b,380000,790000,1,Me 262 C-2b
me-410a-1,26000,100000,1,Me 410 A-1
me-410a-1_u2,36000,140000,1,Me 410 A-1/U2
me-410a-1_u4,70000,230000,1,Me 410 A-1/U4
me-410b-1,50000,190000,1,Me 410 B-1
me-410b-1_u2,70000,230000,1,Me 410 B-1/U2
me-410b-2_u4,70000,230000,1,Me 410 B-2/U4
me-410b-6_r3,75000,250000,1,Me 410 B-6/R3
meteor_fmk3,120000,610000,3,Meteor F. Mk.3
meteor_fmk3_navy,130000,690000,3,Sea Meteor F. Mk.3
meteor_fmk4_lw,200000,690000,3,Meteor F. Mk.4 G.41F
meteor_fmk4_sw,200000,790000,3,Meteor F. Mk.4 G.41G
meteor_fmk8,380000,990000,3,Meteor F. Mk.8 G.41K
mig_3_series_1_15,7900,10000,2,MiG-3-15
mig_3_series_1_15_bk_pod,7900,10000,2,MiG-3-15 (BK)
mig_3_series_34,9200,22000,2,MiG-3-34
mig-15,200000,1330000,2,MiG-15bis
mig-15_ns23,380000,1470000,2,MiG-15
mig-15bis_nr23_german,380000,990000,1,MiG-15bis
mig-17,380000,1750000,2,MiG-17
mig-9,120000,610000,2,MiG-9
mig-9_ussr,130000,790000,2,MiG-9 /L
mosquito_fb_mk18,70000,230000,3,Mosquito FB Mk XVIII
mosquito_fb_mk6,70000,230000,3,Mosquito FB Mk VI
n1k1_ja,75000,250000,4,N1K1-Ja
n1k1_kyuofu,9200,22000,4,N1K1 Kyuofu
n1k2_j,80000,300000,4,N1K2-J
nimrod_mk1,0,0,3,Nimrod Mk I
nimrod_mk2,2900,700,3,Nimrod Mk II
p_108a_serie2,18000,77000,5,P.108A Serie 2
p_108b_serie1,18000,77000,5,P.108B  Serie  1
p_108b_serie2,26000,100000,5,P.108B  Serie  2
p1y1_mod11,75000,250000,4,P1Y1 mod. 11
p-26a_33,0,0,0,P-26A-33
p-26a_34_m2,0,0,0,P-26A-34 M2
p-26b_35,0,0,0,P-26B-35
p-36a,4000,2100,0,P-36A Hawk
p-36c,5900,6300,0,P-36C Hawk
p-36g,7900,10000,0,P-36G Hawk
p-38e,14000,55000,0,P-38E
p-38g,18000,77000,0,P-38G-1
p-38j,50000,190000,0,P-38J-15
p-38l,70000,230000,0,P-38L-5-LO
p-39n,14000,55000,0,P-39N-0
p-39q_5,14000,55000,0,P-39Q-5
p-400,11000,38000,0,P-400
p-40e,9200,22000,0,P-40E-1
p-47d,18000,77000,0,P-47D-25
p-47d-28,26000,100000,0,P-47D-28
p-47n-15,70000,230000,0,P-47N-15
p-51_a-36,7900,10000,0,A-36
p-51_mk1a_usaaf,18000,77000,0,P-51
p-51d-30_usaaf_korea,75000,250000,0,P-51D-30
p-51d-5,70000,230000,0,P-51D-5
p-51h-5_na,120000,610000,0,P-51H-5NA
p-61c_1,36000,140000,0,P-61C-1
p-63a-10,35000,140000,0,P-63A-10
p-63a-5,26000,100000,0,P-63A-5
p-63c-5,50000,190000,0,P-63C-5
pb4y-2,75000,250000,0,PB4Y-2
pbj_1h,26000,100000,0,PBJ-1H
pbj_1j,36000,140000,0,PBJ-1J
pby-5,5900,6300,0,PBY-5 Catalina
pby-5a,7900,10000,0,PBY-5a Catalina
pe-2-1,11000,38000,2,Pe-2-1
pe-2-110,75000,250000,2,Pe-2-110
pe-2-31,14000,55000,2,Pe-2-31
pe-2-359,70000,230000,2,Pe-2-359
pe-2-83,18000,77000,2,Pe-2-83
pe-3,14000,55000,2,Pe-3
pe-3_bis,18000,77000,2,Pe-3bis
pe-3_early,9200,22000,2,Pe-3/Early
pe-8_m82,50000,190000,2,Pe-8
r2y2_kai,200000,790000,4,R2Y2 KAI V3
r2y2_v1,120000,610000,4,R2Y2 KAI V1
r2y2_v2,130000,690000,4,R2Y2 KAI V2
sb_2m_100,4000,2100,2,SB 2M-100
sb_2m_103c,5900,6300,2,SB 2M-103
sb_2m_103u_mv3,7900,10000,2,SB 2M-103U MV-3
sb_2m_105,7900,10000,2,SB 2M-105
sb2c_1c,11000,38000,0,SB2C-1c
sb2c_4,18000,77000,0,SB2C-4
sbd-3,5900,6300,0,SBD-3
sea_fury_fb11,85000,310000,3,Sea Fury FB 11
sea_venom_faw20,200000,990000,3,Sea Venom FAW.20
seafire_fr47,80000,300000,3,Seafire FR 47
seafire_mk17,75000,250000,3,Seafire Mk XVII
sm_79_1936_italy,9200,22000,5,S.M.79  Serie 1
sm_79_1939_italy,9200,22000,5,S.M.79  Serie 8
sm_79_1941_italy,11000,38000,5,S.M.79 AS
sm_79_1943_italy,11000,38000,5,S.M.79 bis/T.M
sm_79_iar_italy,14000,55000,5,S.M.79 B
s_81_ar125,4000,2100,5,S.81
spitfire_f22,85000,310000,3,Spitfire F Mk.22
spitfire_f24,90000,360000,3,Spitfire F Mk.24
spitfire_ix,75000,250000,3,Spitfire LF. Mk IX
spitfire_ix_early,36000,140000,3,Spitfire F. Mk IX
spitfire_mk1,7900,10000,3,Spitfire Mk Ia
spitfire_mk14e,75000,250000,3,Spitfire F Mk.XIVe
spitfire_mk18e,80000,300000,3,Spitfire F Mk.XVIIIe
spitfire_mk5b,18000,77000,3,Spitfire Mk Vb/trop
spitfire_mk5c,50000,190000,3,Spitfire Mk Vc
spitfire_xvi,70000,230000,3,Spitfire F. Mk XVI
spitfiremkii,11000,22000,3,Spitfire Mk IIb
spitfiremkiia,9200,38000,3,Spitfire Mk IIa
stirling_mk1,36000,140000,3,Stirling B Mk I
stirling_mk3,70000,230000,3,Stirling B Mk III
su-2_m82,5900,6300,2,Su-2 M-82
su-2_mv5,4000,2100,2,Su-2 MV-5
su-2_tss1,5900,6300,2,Su-2 TSS-1
su-6_am42,70000,230000,2,Su-6 (AM42)
su-6_m71,80000,300000,2,Su-6 (M-71F)
sunderland_mk3a,4000,2100,3,Sunderland Mk IIIa
sunderland_mk5,9200,22000,3,Sunderland Mk.V
swordfish_mk1,2900,700,3,Swordfish Mk I
ta-152c,90000,360000,1,Ta 152 C-3
ta-152h-1,90000,360000,1,Ta 152 H-1
tbd-1_1938,4000,2100,0,TBD-1
tbf-1c,9200,22000,0,TBF-1c
tempest_mk2,90000,36000,3,Tempest Mk II
tempest_mkv,80000,300000,3,Tempest Mk V
tempest_mkv_vikkers,70000,230000,3,Tempest Mk.V (Vickers P)
tu_14t,130000,690000,2,Tu-14
tu_4,120000,610000,2,Tu-4
tu-2,85000,310000,2,Tu-2S
tu-2_postwar,85000,310000,2,Tu-2S-44
tu-2_postwar_late,90000,360000,2,Tu-2S-59
typhoon_mk1a,14000,55000,3,Typhoon Mk Ia
typhoon_mk1b_late,36000,140000,3,Typhoon Mk Ib/L
vampire_fb5,130000,690000,3,Vampire FB.5
venom_fb4,380000,990000,3,Venom FB.4
wellington_mk10,26000,100000,3,Wellington Mk X
wellington_mk1c,11000,38000,3,Wellington Mk Ic
wellington_mk1c_late,14000,55000,3,Wellington Mk Ic/L
wellington_mk3,18000,77000,3,Wellington Mk III
yak-1_early,5900,6300,2,Yak-1
yak-15,120000,610000,2,Yak-15
yak-15_early,90000,360000,2,Yak-15P
yak-17,130000,690000,2,Yak-17
yak-1b,11000,38000,2,Yak-1B
yak-3,36000,140000,2,Yak-3
yak-30d,200000,790000,2,Yak-30
yak-3p,50000,190000,2,Yak-3P
yak-7b,9200,22000,2,Yak-7B
yak-9,14000,55000,2,Yak-9
yak-9b,14000,55000,2,Yak-9B
yak-9k,26000,100000,2,Yak-9K
yak-9p,75000,250000,2,Yak-9P
yak-9t,26000,77000,2,Yak-9T
yak-9u,70000,230000,2,Yak-9U
yak-9ut,85000,310000,2,Yak-9UT
z_1007_bis_serie3,11000,38000,5,Z.1007 bis  Serie  3
z_1007_bis_serie5,14000,55000,5,Z.1007 bis  Serie  5
